
[Long Strangle - Buy OTM Call and OTM Put - Long Expiry]
Symbol,Beta,Last Change %,Volatility%,days,Strength,Rank,Intrinsic,PE,LTP,Call Strike,Call Premium,Put Strike,Put Premium,Total Premium,Total Premium %,Details
ARGX,-0.025,-1.25,2.33,37,S,294,5.3836,38.38,1007.07,1010,50.3,1000,42.2,9250,9.48,(Stock Name: argenx SE; Sector: Healthcare; Strength: S - High risk / news-driven / retail hype / biotech-heavy; Intrinsic: 5.38; Revenue: 532.0cr; Net Profit: 172.0cr; Recommended: strong_buy; Projected High: 1450.0; Projected Medium: 1173.0; Projected Low: 900.0; All time high: 1072.75 => 6.0%; SMA 200: 844.61 => 16.13%; RSI: 61.21; Day Volatility: 2.33; Week Volatility: 7.48; Month Volatility: 11.49; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 661.85 => 34.28%; Week Support: 661.85 => 34.28%; Month Support: 327.73 => 67.46%; Day NWE: 940.05 => 6.66%; Week NWE: 778.58 => 22.69%; Month NWE: 536.52 => 46.72%)
GPN,0.785,-1.0699999999999998,3.06,37,F,576,86.944,42.38,89.42,90,4.4,87.5,3.5,790,9.48,(Stock Name: Global Payments Inc.; Sector: Industrials; Strength: F - Large Cap / Blue-chip ; Intrinsic: 86.94; Revenue: 1021.0cr; Net Profit: 49.0cr; Recommended: buy; Projected High: 194.0; Projected Medium: 95.0; Projected Low: 60.0; All time high: 220.81 => 60.0%; SMA 200: 75.67 => 15.38%; RSI: 58.71; Day Volatility: 3.06; Week Volatility: 6.98; Month Volatility: 13.26; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 65.93 => 26.27%; Week Support: 65.93 => 26.27%; Month Support: 65.93 => 26.27%; Day NWE: 83.68 => 6.42%; Week NWE: 67.13 => 24.93%; Month NWE: 41.14 => 54.0%)
CE,0.755,-1.11,3.99,37,M,1481,37.969,,44.53,45,2.8,40,0.95,375,9.48,(Stock Name: Celanese Corporation; Sector: Basic Materials; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 37.97; Revenue: 971.0cr; Net Profit: -116.0cr; Recommended: buy; Projected High: 86.0; Projected Medium: 63.0; Projected Low: 45.0; All time high: 176.5 => 75.0%; SMA 200: 50.73 => -13.91%; RSI: 47.03; Day Volatility: 3.99; Week Volatility: 8.91; Month Volatility: 25.34; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 35.13 => 21.11%; Week Support: 35.13 => 21.11%; Month Support: 35.13 => 21.11%; Day NWE: 39.64 => 10.99%; Week NWE: 22.67 => 49.1%; Month NWE: 6.43 => 85.57%)
BN,1.818,-1.04,1.74,37,M,205,19.025,72.72,39.27,41,0.8,39,1.2,200,9.5,(Stock Name: Brookfield Corporation; Sector: Financial Services; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 19.02; Revenue: 8069.0cr; Net Profit: 126.0cr; Recommended: none; Projected High: 61.0; Projected Medium: 56.5; Projected Low: 31.0; All time high: 49.57 => 21.0%; SMA 200: 44.29 => -12.78%; RSI: 35.99; Day Volatility: 1.74; Week Volatility: 5.09; Month Volatility: 11.98; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 37.93 => 3.41%; Week Support: 37.93 => 3.41%; Month Support: 18.83 => 52.04%; Day NWE: 38.36 => 2.32%; Week NWE: 37.34 => 4.91%; Month NWE: 35.49 => 9.63%)
MTD,1.22,-1.08,2.59,37,F,535,0.64,29.86,1325.52,1390,29.2,1280,32.2,6140.000000000001,9.5,(Stock Name: Mettler-Toledo International. I; Sector: Healthcare; Strength: F - Mega / Large Cap / Quality names ; Intrinsic: 0.64; Revenue: 413.0cr; Net Profit: 91.0cr; Recommended: hold; Projected High: 1600.0; Projected Medium: 1460.0; Projected Low: 1200.0; All time high: 1714.75 => 23.0%; SMA 200: 1319.47 => 0.46%; RSI: 38.73; Day Volatility: 2.59; Week Volatility: 6.48; Month Volatility: 13.3; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 946.69 => 28.58%; Week Support: 946.69 => 28.58%; Month Support: 946.69 => 28.58%; Day NWE: 1267.16 => 4.4%; Week NWE: 1137.25 => 14.2%; Month NWE: 1041.39 => 21.44%)
PR,0.484,-1.01,2.35,37,M,659,14.335,15.26,23.65,24,1,23,0.9,190,9.51,(Stock Name: Permian Resources Corporation; Sector: Energy; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 14.34; Revenue: 574.0cr; Net Profit: 123.0cr; Recommended: strong_buy; Projected High: 30.0; Projected Medium: 27.0; Projected Low: 22.0; All time high: 24.09 => 2.0%; SMA 200: 18.61 => 21.31%; RSI: 59.64; Day Volatility: 2.35; Week Volatility: 6.65; Month Volatility: 13.63; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 11.92 => 49.6%; Week Support: 11.92 => 49.6%; Month Support: 10.01 => 57.67%; Day NWE: 21.26 => 10.11%; Week NWE: 18.15 => 23.24%; Month NWE: 13.93 => 41.11%)
ABNB,1.161,-1.13,2.58,30,M,245,13.219,39.85,174.54,180,6.4,170,4.75,1115,9.520000000000001,(Stock Name: Airbnb. Inc.; Sector: Consumer Cyclical; Strength: M - Fundamental and Momentum Influence; Intrinsic: 13.22; Revenue: 1316.0cr; Net Profit: 269.0cr; Recommended: buy; Projected High: 220.0; Projected Medium: 185.0; Projected Low: 125.0; All time high: 219.94 => 21.0%; SMA 200: 139.41 => 20.13%; RSI: 56.33; Day Volatility: 2.58; Week Volatility: 7.3; Month Volatility: 12.31; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 110.81 => 36.51%; Week Support: 110.81 => 36.51%; Month Support: 99.88 => 42.78%; Day NWE: 169.63 => 2.81%; Week NWE: 142.25 => 18.5%; Month NWE: 0.0 => 100.0%)
TSLA,1.845,-3.8,3.94,30,M,9,21.995,334.69,368.16,370,17.65,365,15.6,3325,9.53,(Stock Name: Tesla. Inc.; Sector: Consumer Cyclical; Strength: M - Mixed (both fundamentals + momentum/news driven); Intrinsic: 22.0; Revenue: 10362.0cr; Net Profit: 381.0cr; Recommended: buy; Projected High: 600.0; Projected Medium: 410.0; Projected Low: 125.0; All time high: 498.83 => 26.0%; SMA 200: 399.56 => -8.53%; RSI: 50.93; Day Volatility: 3.94; Week Volatility: 9.83; Month Volatility: 20.33; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 214.25 => 41.81%; Week Support: 214.25 => 41.81%; Month Support: 138.8 => 62.3%; Day NWE: 308.04 => 16.33%; Week NWE: 259.44 => 29.53%; Month NWE: 278.17 => 24.44%)
AMP,1.134,-2.09,2.15,37,F,360,71.974,13.46,556.67,580,11.5,550,18.3,2980,9.54,(Stock Name: Ameriprise Financial. Inc.; Sector: Financial Services; Strength: F - Mega / Large Cap / Stable; Intrinsic: 71.97; Revenue: 1984.0cr; Net Profit: 395.0cr; Recommended: none; Projected High: 645.0; Projected Medium: 562.0; Projected Low: 489.0; All time high: 582.05 => 4.0%; SMA 200: 487.57 => 12.41%; RSI: 56.15; Day Volatility: 2.15; Week Volatility: 3.97; Month Volatility: 8.93; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 422.37 => 24.13%; Week Support: 422.37 => 24.13%; Month Support: 219.99 => 60.48%; Day NWE: 524.34 => 5.81%; Week NWE: 453.73 => 18.49%; Month NWE: 417.5 => 25.0%)
LULU,0.864,-19.400000000000002,4.78,30,F,961,42.173,8.49,103.19,104,5.25,100,3.8,905.0000000000001,9.56,(Stock Name: lululemon athletica inc.; Sector: Consumer Cyclical; Strength: F - Large / Blue-chip / Leaders ; Intrinsic: 42.17; Revenue: 1109.0cr; Net Profit: 142.0cr; Recommended: hold; Projected High: 255.0; Projected Medium: 105.0; Projected Low: 44.0; All time high: 516.39 => 80.0%; SMA 200: 152.77 => -48.05%; RSI: 31.79; Day Volatility: 4.78; Week Volatility: 10.92; Month Volatility: 24.55; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 159.25 => -54.33%; Week Support: 159.25 => -54.33%; Month Support: 251.51 => -143.73%; Day NWE: 101.95 => 1.2%; Week NWE: 40.98 => 60.29%; Month NWE: 31.28 => 69.68%)
TTWO,0.966,-1.02,4.21,30,F,422,18.937,,213.29,215,10.2,210,8.6,1879.9999999999998,9.62,(Stock Name: Take-Two Interactive Software. ; Sector: Communication Services; Strength: F - Tech / High-quality growth ; Intrinsic: 18.94; Revenue: 669.0cr; Net Profit: -32.0cr; Recommended: strong_buy; Projected High: 368.0; Projected Medium: 290.0; Projected Low: 170.0; All time high: 265.94 => 20.0%; SMA 200: 227.89 => -6.84%; RSI: 31.26; Day Volatility: 4.21; Week Volatility: 8.2; Month Volatility: 15.3; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 187.63 => 12.03%; Week Support: 187.63 => 12.03%; Month Support: 90.0 => 57.8%; Day NWE: 203.64 => 4.53%; Week NWE: 203.6 => 4.54%; Month NWE: 181.55 => 14.88%)
CCEP,0.475,-1.44,1.32,37,F,372,21.639061,20.73,106.55,110,3.2,105,3.7,690,9.71,(Stock Name: Coca-Cola Europacific Partners ; Sector: Consumer Defensive; Strength: F - Consumer / Retail / Services; Intrinsic: 21.64; Revenue: 2135.0cr; Net Profit: 200.0cr; Recommended: buy; Projected High: 121.214516; Projected Medium: 115.65903; Projected Low: 92.085846; All time high: 113.67 => 6.0%; SMA 200: 97.71 => 8.3%; RSI: 44.87; Day Volatility: 1.32; Week Volatility: 4.78; Month Volatility: 10.1; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 84.66 => 20.54%; Week Support: 84.66 => 20.54%; Month Support: 41.8 => 60.77%; Day NWE: 102.7 => 3.61%; Week NWE: 96.0 => 9.9%; Month NWE: 83.35 => 21.77%)
BRO,0.582,-1.34,2.01,37,F,586,38.13,21.78,68.18,70,2.4,65,2.4,480,9.71,(Stock Name: Brown & Brown. Inc.; Sector: Financial Services; Strength: F - Fundamentals-driven (stable. earnings-based); Intrinsic: 38.13; Revenue: 666.0cr; Net Profit: 119.0cr; Recommended: hold; Projected High: 90.0; Projected Medium: 77.0; Projected Low: 60.0; All time high: 125.68 => 46.0%; SMA 200: 69.45 => -1.86%; RSI: 50.58; Day Volatility: 2.01; Week Volatility: 5.93; Month Volatility: 11.68; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 52.82 => 22.53%; Month Support: 52.82 => 22.53%; Day NWE: 66.26 => 2.82%; Week NWE: 53.46 => 21.59%; Month NWE: 53.82 => 21.07%)
CNQ,0.878,-1.4500000000000002,2.27,37,M,176,16.34924,12.54,50.9,52.5,1.45,50,1.9,334.99999999999994,9.719999999999999,(Stock Name: Canadian Natural Resources Limi; Sector: Energy; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 16.35; Revenue: 4468.0cr; Net Profit: 1175.0cr; Recommended: buy; Projected High: 57.97292; Projected Medium: 47.524384; Projected Low: 44.805668; All time high: 52.25 => 3.0%; SMA 200: 42.52 => 16.46%; RSI: 58.84; Day Volatility: 2.27; Week Volatility: 5.96; Month Volatility: 13.87; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 24.65 => 51.57%; Week Support: 24.65 => 51.57%; Month Support: 24.65 => 51.57%; Day NWE: 45.55 => 10.52%; Week NWE: 40.37 => 20.69%; Month NWE: 34.26 => 32.69%)
HMC,0.312,-1.51,1.13,37,F,400,60.984695,,31.06,32.5,0.55,30,1.05,160,9.790000000000001,(Stock Name: Honda Motor Company. Ltd.; Sector: Consumer Cyclical; Strength: F - Large / Blue-chip / Leaders ; Intrinsic: 60.98; Revenue: 2251786.0cr; Net Profit: -16970.0cr; Recommended: hold; Projected High: 33.79912; Projected Medium: 32.0; Projected Low: 23.0; All time high: 44.56 => 30.0%; SMA 200: 28.32 => 8.81%; RSI: 61.69; Day Volatility: 1.13; Week Volatility: 4.82; Month Volatility: 10.22; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 23.25 => 25.14%; Week Support: 23.25 => 25.14%; Month Support: 23.41 => 24.63%; Day NWE: 30.19 => 2.82%; Week NWE: 25.22 => 18.8%; Month NWE: 23.73 => 23.59%)
NVS,0.49,-1.96,1.33,72,F,49,21.856,20.8,137.7,140,6.2,135,5,1120,9.8,(Stock Name: Novartis AG; Sector: Healthcare; Strength: F - Fundamentals-driven (stable. earnings-based); Intrinsic: 21.86; Revenue: 5669.0cr; Net Profit: 1276.0cr; Recommended: hold; Projected High: 185.0; Projected Medium: 160.15; Projected Low: 123.0; All time high: 170.46 => 19.0%; SMA 200: 149.72 => -8.73%; RSI: 55.17; Day Volatility: 1.33; Week Volatility: 5.14; Month Volatility: 7.86; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 96.06 => 30.24%; Month Support: 74.09 => 46.19%; Day NWE: 150.54 => -9.33%; Week NWE: 140.45 => -1.99%; Month NWE: 130.36 => 5.33%)
PAYX,,-1.29,2,37,F,396,10.504,23.91,116.93,120,4.2,115,4.2,840,9.81,
TDS,0.343,-1,3.06,37,M,1640,,9.48,37.93,40,1.05,35,0.6,165,9.81,
NVDA,2.217,1.16,3.27,37,S,1,9.483,28.57,225.73,230,8.55,225,9.4,1795.0000000000002,9.84,(Stock Name: NVIDIA Corporation; Sector: Technology; Strength: S - Crypto / AI / High hype ; Intrinsic: 9.48; Revenue: 30297.0cr; Net Profit: 19288.0cr; Recommended: strong_buy; Projected High: 515.0; Projected Medium: 315.0; Projected Low: 180.0; All time high: 236.54 => 5.0%; SMA 200: 196.68 => 12.87%; RSI: 60.39; Day Volatility: 3.27; Week Volatility: 7.84; Month Volatility: 0.0; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 164.27 => 27.23%; Week Support: 164.27 => 27.23%; Month Support: 0.0 => 100.0%; Day NWE: 199.41 => 11.66%; Week NWE: 181.48 => 19.6%; Month NWE: 0.0 => 100.0%)
CMI,1.226,1.4500000000000002,2.46,37,F,238,93.321,28.69,561.55,570,23.9,560,23.1,4700,9.87,(Stock Name: Cummins Inc.; Sector: Industrials; Strength: F - Fundamentals-driven (stable. earnings-based); Intrinsic: 93.32; Revenue: 3471.0cr; Net Profit: 272.0cr; Recommended: buy; Projected High: 894.0; Projected Medium: 771.0; Projected Low: 530.0; All time high: 737.76 => 24.0%; SMA 200: 600.06 => -6.86%; RSI: 34.19; Day Volatility: 2.46; Week Volatility: 8.32; Month Volatility: 16.37; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 260.02 => 53.7%; Week Support: 260.02 => 53.7%; Month Support: 260.02 => 53.7%; Day NWE: 512.21 => 8.79%; Week NWE: 540.74 => 3.71%; Month NWE: 476.45 => 15.15%)
NTR,1.076,-2.17,2.66,37,F,438,54.155,16.33,80.68,82.5,2.95,80,3.2,615,9.879999999999999,(Stock Name: Nutrien Ltd.; Sector: Basic Materials; Strength: F - Industrials / Energy / Utilities ; Intrinsic: 54.16; Revenue: 2729.0cr; Net Profit: 238.0cr; Recommended: buy; Projected High: 90.0; Projected Medium: 79.6; Projected Low: 59.0; All time high: 117.25 => 31.0%; SMA 200: 68.77 => 14.76%; RSI: 71.06; Day Volatility: 2.66; Week Volatility: 6.56; Month Volatility: 12.41; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 53.03 => 34.27%; Week Support: 53.03 => 34.27%; Month Support: 43.69 => 45.84%; Day NWE: 69.15 => 14.29%; Week NWE: 61.2 => 24.14%; Month NWE: 50.6 => 37.28%)
TSM,1.247,1.17,2.06,44,F,5,4.886585,32.59,439,440,23.9,430,18.7,4259.999999999999,9.93,(Stock Name: Taiwan Semiconductor Manufactur; Sector: Technology; Strength: F - Fundamentals-driven (stable. earnings-based); Intrinsic: 4.89; Revenue: 444049.0cr; Net Profit: 221681.0cr; Recommended: strong_buy; Projected High: 700.0; Projected Medium: 537.0; Projected Low: 440.0; All time high: 479.0 => 8.0%; SMA 200: 372.83 => 15.07%; RSI: 56.77; Day Volatility: 2.06; Week Volatility: 6.51; Month Volatility: 14.02; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 134.25 => 69.42%; Week Support: 134.25 => 69.42%; Month Support: 59.43 => 86.46%; Day NWE: 385.78 => 12.12%; Week NWE: 362.55 => 17.42%; Month NWE: 300.32 => 31.59%)
BMY,0.227,-1.25,1.78,72,F,129,10.925,14.25,64.69,65,3.4,62.5,2.72,612,9.94,(Stock Name: Bristol-Myers Squibb Company; Sector: Healthcare; Strength: F - Mega / Blue-chip / Strong Financials; Intrinsic: 10.93; Revenue: 4919.0cr; Net Profit: 928.0cr; Recommended: buy; Projected High: 80.0; Projected Medium: 68.0; Projected Low: 40.0; All time high: 81.44 => 21.0%; SMA 200: 58.14 => 10.13%; RSI: 56.48; Day Volatility: 1.78; Week Volatility: 4.93; Month Volatility: 8.21; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 42.52 => 34.27%; Week Support: 42.52 => 34.27%; Month Support: 42.52 => 34.27%; Day NWE: 63.33 => 2.1%; Week NWE: 54.27 => 16.1%; Month NWE: 44.57 => 31.11%)
NTR,1.076,-2.17,2.66,30,F,438,54.155,16.33,80.68,82,3.3,80,3.4,669.9999999999999,9.94,(Stock Name: Nutrien Ltd.; Sector: Basic Materials; Strength: F - Industrials / Energy / Utilities ; Intrinsic: 54.16; Revenue: 2729.0cr; Net Profit: 238.0cr; Recommended: buy; Projected High: 90.0; Projected Medium: 79.6; Projected Low: 59.0; All time high: 117.25 => 31.0%; SMA 200: 68.77 => 14.76%; RSI: 71.06; Day Volatility: 2.66; Week Volatility: 6.56; Month Volatility: 12.41; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 53.03 => 34.27%; Week Support: 53.03 => 34.27%; Month Support: 43.69 => 45.84%; Day NWE: 69.15 => 14.29%; Week NWE: 61.2 => 24.14%; Month NWE: 50.6 => 37.28%)
TFPM,0.337,-1.8800000000000001,2.95,37,F,1219,11.076,16.91,33.83,35,1.6,30,0.6,220.00000000000003,9.959999999999999,(Stock Name: Triple Flag Precious Metals Cor; Sector: Basic Materials; Strength: F - Industrials / Energy / Utilities ; Intrinsic: 11.08; Revenue: 49.0cr; Net Profit: 41.0cr; Recommended: buy; Projected High: 41.0; Projected Medium: 39.5; Projected Low: 37.0; All time high: 41.7 => 19.0%; SMA 200: 33.23 => 1.78%; RSI: 56.73; Day Volatility: 2.95; Week Volatility: 8.48; Month Volatility: 18.88; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 14.51 => 57.11%; Month Support: 11.75 => 65.27%; Day NWE: 30.13 => 10.94%; Week NWE: 25.75 => 23.9%; Month NWE: 0.0 => 100.0%)
PEP,0.361,-1.63,1.36,44,M,95,16.177,18.17,138.45,141,5.85,138,5.4,1125,9.969999999999999,(Stock Name: Pepsico. Inc.; Sector: Consumer Defensive; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 16.18; Revenue: 9690.0cr; Net Profit: 1045.0cr; Recommended: hold; Projected High: 183.0; Projected Medium: 155.0; Projected Low: 124.0; All time high: 196.88 => 30.0%; SMA 200: 148.78 => -7.46%; RSI: 42.03; Day Volatility: 1.36; Week Volatility: 3.91; Month Volatility: 9.0; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 136.01 => 1.76%; Week Support: 136.01 => 1.76%; Month Support: 127.6 => 7.84%; Day NWE: 134.35 => 2.96%; Week NWE: 124.86 => 9.81%; Month NWE: 125.98 => 9.01%)
PBR,-0.213,-1.27,3.17,37,M,250,14.47704,5.26,20.83,21,1.16,20,0.75,191,9.99,(Stock Name: Petroleo Brasileiro S.A. Petrob; Sector: Energy; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 14.48; Revenue: 54849.0cr; Net Profit: 13338.0cr; Recommended: buy; Projected High: 27.0; Projected Medium: 22.0; Projected Low: 17.4; All time high: 49.35 => 58.0%; SMA 200: 17.07 => 18.03%; RSI: 61.57; Day Volatility: 3.17; Week Volatility: 7.18; Month Volatility: 15.54; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 11.43 => 45.13%; Week Support: 11.43 => 45.13%; Month Support: 11.03 => 47.05%; Day NWE: 17.27 => 17.09%; Week NWE: 15.44 => 25.88%; Month NWE: 12.66 => 39.23%)
IDXX,1.538,-1.37,2.93,37,F,404,20.445,36.53,520.21,530,19.4,520,22.8,4220,9.99,(Stock Name: IDEXX Laboratories. Inc.; Sector: Healthcare; Strength: F - Large / Blue-chip / Leaders ; Intrinsic: 20.45; Revenue: 455.0cr; Net Profit: 114.0cr; Recommended: buy; Projected High: 805.0; Projected Medium: 700.0; Projected Low: 470.0; All time high: 769.98 => 32.0%; SMA 200: 607.14 => -16.71%; RSI: 41.35; Day Volatility: 2.93; Week Volatility: 7.45; Month Volatility: 12.38; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 356.14 => 31.54%; Week Support: 356.14 => 31.54%; Month Support: 356.14 => 31.54%; Day NWE: 516.78 => 0.66%; Week NWE: 466.77 => 10.27%; Month NWE: 423.39 => 18.61%)
SLV,,-2.3,2.7,30,F,,,,59.37,59.5,3.1,59,2.7,580.0000000000001,9.99,
PBR-A,-0.213,-1.18,2.97,37,M,357,14.363078,4.76,18.86,20,0.65,15,0.1,75,10.02,(Stock Name: Petroleo Brasileiro S.A. Petrob; Sector: Energy; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 14.36; Revenue: 54849.0cr; Net Profit: 13338.0cr; Recommended: buy; Projected High: 23.0; Projected Medium: 22.1425; Projected Low: 18.6; All time high: 43.99 => 57.0%; SMA 200: 15.58 => 17.37%; RSI: 63.85; Day Volatility: 2.97; Week Volatility: 6.5; Month Volatility: 14.54; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 10.28 => 45.49%; Week Support: 10.28 => 45.49%; Month Support: 10.28 => 45.49%; Day NWE: 15.64 => 17.06%; Week NWE: 13.96 => 25.99%; Month NWE: 11.46 => 39.25%)
IBKR,1.349,-1.51,3.12,30,F,406,13.103,36.1,90.97,91,5.2,90,3.9,910,10.040000000000001,(Stock Name: Interactive Brokers Group. Inc.; Sector: Financial Services; Strength: F - Financials / REITs / Infra ; Intrinsic: 13.1; Revenue: 683.0cr; Net Profit: 113.0cr; Recommended: buy; Projected High: 121.0; Projected Medium: 109.0; Projected Low: 70.0; All time high: 98.75 => 8.0%; SMA 200: 78.9 => 13.27%; RSI: 50.25; Day Volatility: 3.12; Week Volatility: 7.14; Month Volatility: 12.96; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 32.82 => 63.92%; Week Support: 32.82 => 63.92%; Month Support: 13.05 => 85.66%; Day NWE: 85.44 => 6.08%; Week NWE: 76.72 => 15.66%; Month NWE: 66.08 => 27.36%)
CNC,1.106,-1.8399999999999999,2.7,37,M,473,45.673,,64.58,65,3.55,62.5,2.52,607,10.05,(Stock Name: Centene Corporation; Sector: Healthcare; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 45.67; Revenue: 18030.0cr; Net Profit: -510.0cr; Recommended: buy; Projected High: 85.0; Projected Medium: 70.5; Projected Low: 56.0; All time high: 98.53 => 34.0%; SMA 200: 50.34 => 22.06%; RSI: 55.67; Day Volatility: 2.7; Week Volatility: 7.67; Month Volatility: 16.41; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 31.63 => 51.02%; Week Support: 31.63 => 51.02%; Month Support: 25.08 => 61.16%; Day NWE: 58.45 => 9.5%; Week NWE: 49.12 => 23.95%; Month NWE: 32.95 => 48.98%)
