
[Valued Low Price Stock List]
Symbol,Rank,Strength,PE,ATH%,Intrinsic,LTP,Support,Support%,Volatility%,Day Support%,DS_Signal,Week Support%,WS_Signal,Details
WKC,2144,M,,40,22.18,35.21,17.69,99.03999999999999,2.47,36.92,2026-04-02,36.92,2026-03-27,(Stock Name: World Kinect Corporation; Sector: Energy; Revenue: 4170.0cr; Net Profit: -18.0cr; Recommended: none; Projected High: 42.0; Projected Medium: 41.0; Projected Low: 30.0)
GEN,628,M,17.7,12,4.43,30.26,15.12,100.13000000000001,2.29,41.24,2026-06-22,41.24,2026-06-19,(Stock Name: Gen Digital Inc.; Sector: Technology; Revenue: 508.0cr; Net Profit: 105.0cr; Recommended: buy; Projected High: 46.0; Projected Medium: 32.0; Projected Low: 25.0)
TTC,1002,M,24.79,22,14.34,92.72,46.09,101.17,3.39,27.05,,27.05,2025-08-15,(Stock Name: Toro Company (The); Sector: Industrials; Revenue: 475.0cr; Net Profit: 36.0cr; Recommended: buy; Projected High: 120.0; Projected Medium: 107.5; Projected Low: 100.0)
CUBE,993,M,26.9,31,11.44,39.54,19.61,101.63,1.68,11.25,,11.25,2025-08-15,(Stock Name: CubeSmart; Sector: Real Estate; Revenue: 114.0cr; Net Profit: 33.0cr; Recommended: buy; Projected High: 48.0; Projected Medium: 43.0; Projected Low: 40.0)
FE,492,F,24.67,12,22.35,46.13,22.85,101.88,1.55,18.53,,18.53,2023-11-10,(Stock Name: FirstEnergy Corp.; Sector: Utilities; Revenue: 1564.0cr; Net Profit: 108.0cr; Recommended: none; Projected High: 56.0; Projected Medium: 53.0; Projected Low: 48.0)
BTI,134,F,14.02,25,5.8,55.24,27.32,102.2,1.45,,,48.86,2024-08-02,(Stock Name: British American Tobacco  Indus; Sector: Consumer Defensive; Revenue: 2578.0cr; Net Profit: 635.0cr; Recommended: strong_buy; Projected High: 75.0; Projected Medium: 71.5; Projected Low: 63.0)
OGE,942,F,20.42,8,24.11,46.55,23.01,102.3,1.62,10.42,,10.42,2024-02-09,(Stock Name: OGE Energy Corp; Sector: Utilities; Revenue: 324.0cr; Net Profit: 47.0cr; Recommended: hold; Projected High: 60.0; Projected Medium: 51.0; Projected Low: 44.0)
SW,546,M,45.98,28,34.39,43.22,21.36,102.34,3.38,24.27,2026-03-20,24.27,2026-03-20,(Stock Name: Smurfit WestRock plc; Sector: Consumer Cyclical; Revenue: 3133.0cr; Net Profit: 50.0cr; Recommended: strong_buy; Projected High: 68.0; Projected Medium: 57.0; Projected Low: 46.0)
HON,265,F,7.78,22,58.49,202.36,99.71,102.95,1.79,3.21,,3.21,2023-11-10,(Stock Name: Honeywell International Inc.; Sector: Industrials; Revenue: 3806.0cr; Net Profit: 827.0cr; Recommended: buy; Projected High: 303.0; Projected Medium: 265.0; Projected Low: 186.0)
JKHY,858,M,23.08,24,29.28,161.12,79,103.95,2.25,10.55,2026-07-09,10.55,2026-07-03,(Stock Name: Jack Henry & Associates. Inc.; Sector: Technology; Revenue: 254.0cr; Net Profit: 50.0cr; Recommended: buy; Projected High: 215.0; Projected Medium: 196.0; Projected Low: 170.0)
PG,41,M,21.94,19,22.95,145.27,70.73,105.39,1.29,5.27,,5.27,2026-05-15,(Stock Name: Procter & Gamble Company (The); Sector: Consumer Defensive; Revenue: 8703.0cr; Net Profit: 1575.0cr; Recommended: buy; Projected High: 186.0; Projected Medium: 162.0; Projected Low: 143.0)
NBHC,2124,F,17.55,19,37.48,41.76,20.25,106.22,1.49,16.04,,16.04,2023-09-11,(Stock Name: National Bank Holdings Corporat; Sector: Financial Services; Revenue: 45.0cr; Net Profit: 10.0cr; Recommended: none; Projected High: 51.0; Projected Medium: 48.5; Projected Low: 46.0)
EXC,351,F,15.87,15,28.77,43.16,20.88,106.69999999999999,1.63,,,16.73,2024-06-21,(Stock Name: Exelon Corporation; Sector: Utilities; Revenue: 2533.0cr; Net Profit: 278.0cr; Recommended: hold; Projected High: 58.0; Projected Medium: 48.0; Projected Low: 41.0)
SOYB,,M,,7,,27.5,13.27,107.23,1.37,,,26.55,2025-04-28,
SO,167,M,21,14,34.4,87.17,41.96,107.74999999999999,1.51,3.87,,3.87,2022-10-07,(Stock Name: Southern Company (The); Sector: Utilities; Revenue: 3018.0cr; Net Profit: 466.0cr; Recommended: hold; Projected High: 114.0; Projected Medium: 101.0; Projected Low: 79.0)
PEG,408,F,18.01,24,34.8,72.39,34.75,108.32,1.41,-3.05,2026-09-11,-3.05,2026-09-11,(Stock Name: Public Service Enterprise Group; Sector: Utilities; Revenue: 1254.0cr; Net Profit: 201.0cr; Recommended: buy; Projected High: 96.0; Projected Medium: 85.0; Projected Low: 73.0)
SBUX,141,M,57.08,22,-6.73,98.74,47.37,108.44,2.29,21.01,,21.01,2024-08-09,(Stock Name: Starbucks Corporation; Sector: Consumer Cyclical; Revenue: 3834.0cr; Net Profit: 198.0cr; Recommended: buy; Projected High: 143.0; Projected Medium: 112.0; Projected Low: 81.0)
WLKP,2806,M,13.12,37,14.08,21.52,10.31,108.72999999999999,1.72,17.52,2026-02-24,17.52,2026-02-23,(Stock Name: Westlake Chemical Partners LP; Sector: Basic Materials; Revenue: 123.0cr; Net Profit: 6.0cr; Recommended: strong_buy; Projected High: 26.0; Projected Medium: 26.0; Projected Low: 26.0)
TFC,273,F,11.59,27,48.04,50.4,24.01,109.91,1.88,14.42,,14.42,2023-09-08,(Stock Name: Truist Financial Corporation; Sector: Financial Services; Revenue: 1903.0cr; Net Profit: 553.0cr; Recommended: hold; Projected High: 61.0; Projected Medium: 55.0; Projected Low: 45.0)
CVBF,1542,,15.58,23,17.98,22.44,10.66,110.50999999999999,1.79,20.01,,20.01,2023-09-22,(Stock Name: CVB Financial Corporation; Sector: Financial Services; Revenue: 57.0cr; Net Profit: 21.0cr; Recommended: none; Projected High: 28.0; Projected Medium: 26.0; Projected Low: 25.0)
SGU,3294,M,5.67,15,12.05,12.88,6.11,110.80000000000001,1.44,12.19,,12.19,2022-12-09,(Stock Name: Star Group L.P.; Sector: Energy; Revenue: 191.0cr; Net Profit: 7.0cr; Recommended: none; Projected High: 0; Projected Medium: 0; Projected Low: 0)
HSIC,929,F,25.76,5,28.21,88.36,41.85,111.14,1.76,29.89,,29.89,2025-08-01,(Stock Name: Henry Schein. Inc.; Sector: Healthcare; Revenue: 1360.0cr; Net Profit: 40.0cr; Recommended: buy; Projected High: 112.0; Projected Medium: 101.0; Projected Low: 64.0)
GABC,2117,F,13.09,5,32.24,49.75,23.54,111.33999999999999,1.54,34.17,,34.17,2023-10-27,(Stock Name: German American Bancorp. Inc.; Sector: Financial Services; Revenue: 38.0cr; Net Profit: 14.0cr; Recommended: none; Projected High: 60.0; Projected Medium: 56.0; Projected Low: 51.0)
ENB,155,F,25.4,18,19.29,47.76,22.57,111.61000000000001,1.5,5.72,,5.72,2024-02-09,(Stock Name: Enbridge Inc; Sector: Energy; Revenue: 8349.0cr; Net Profit: 567.0cr; Recommended: buy; Projected High: 60.554478; Projected Medium: 51.80078; Projected Low: 46.00476)
CENTA,2159,,12.86,22,27.91,34.73,16.41,111.64,3.1,25.22,2025-11-21,25.22,2025-11-21,(Stock Name: Central Garden & Pet Company; Sector: Consumer Defensive; Revenue: 308.0cr; Net Profit: 17.0cr; Recommended: buy; Projected High: 50.0; Projected Medium: 48.0; Projected Low: 39.0)
NI,598,F,22.03,16,19.97,41.41,19.56,111.71,1.47,,,44.8,2023-10-06,(Stock Name: NiSource Inc; Sector: Utilities; Revenue: 688.0cr; Net Profit: 91.0cr; Recommended: buy; Projected High: 55.0; Projected Medium: 50.5; Projected Low: 43.0)
STAG,1105,M,28.57,23,18.83,37.14,17.54,111.74,1.4,4.12,,4.12,2025-07-28,(Stock Name: Stag Industrial. Inc.; Sector: Real Estate; Revenue: 88.0cr; Net Profit: 25.0cr; Recommended: buy; Projected High: 46.0; Projected Medium: 42.0; Projected Low: 38.0)
TXNM,1224,F,31.51,3,32.01,57.67,27.08,112.96,0.54,,,39.95,2024-06-14,(Stock Name: TXNM Energy. Inc.; Sector: Utilities; Revenue: 223.0cr; Net Profit: 20.0cr; Recommended: hold; Projected High: 61.25; Projected Medium: 61.0; Projected Low: 59.0)
AEP,258,F,21.37,12,58.93,123.33,57.89,113.04,1.69,,,27.1,2024-02-09,(Stock Name: American Electric Power Company; Sector: Utilities; Revenue: 2279.0cr; Net Profit: 314.0cr; Recommended: buy; Projected High: 173.0; Projected Medium: 142.5; Projected Low: 129.0)
DBB,3788,S,4.51,6,22.88,25.41,11.91,113.35,0.78,32.59,,32.59,2024-03-01,
WTBA,3154,M,13.05,15,16.49,29.37,13.74,113.75999999999999,1.74,41.06,,41.06,2023-09-22,(Stock Name: West Bancorporation; Sector: Financial Services; Revenue: 10.0cr; Net Profit: 4.0cr; Recommended: none; Projected High: 30.0; Projected Medium: 29.0; Projected Low: 28.0)
GENC,3977,M,17.58,28,15.34,17.93,8.38,113.96,3.29,31.85,,31.85,2022-11-11,(Stock Name: Gencor Industries. Inc.; Sector: Industrials; Revenue: 11.0cr; Net Profit: 1.0cr; Recommended: none; Projected High: 19.0; Projected Medium: 19.0; Projected Low: 19.0)
AUB,1256,F,11.58,11,36.31,39.72,18.55,114.12,2.01,42.47,,42.47,2025-08-01,(Stock Name: Atlantic Union Bankshares Corpo; Sector: Financial Services; Revenue: 151.0cr; Net Profit: 48.0cr; Recommended: buy; Projected High: 50.0; Projected Medium: 48.0; Projected Low: 43.0)
ATLO,3716,M,12.54,13,24.06,32.49,15.01,116.46000000000001,2.33,,,51.71,2024-03-01,(Stock Name: Ames National Corporation; Sector: Financial Services; Revenue: 7.0cr; Net Profit: 2.0cr; Recommended: none; Projected High: 33.0; Projected Medium: 33.0; Projected Low: 33.0)
CVS,130,F,24.98,17,62.37,94.66,43.56,117.31,2.57,26.57,,26.57,2025-01-17,(Stock Name: CVS Health Corporation; Sector: Healthcare; Revenue: 41264.0cr; Net Profit: 489.0cr; Recommended: strong_buy; Projected High: 148.0; Projected Medium: 116.0; Projected Low: 103.0)
DTE,480,F,20.98,15,58.38,132.58,60.6,118.78,1.68,4.79,,4.79,2024-01-19,(Stock Name: DTE Energy Company; Sector: Utilities; Revenue: 1647.0cr; Net Profit: 131.0cr; Recommended: buy; Projected High: 168.0; Projected Medium: 156.5; Projected Low: 143.0)
DBA,2769,S,12.22,19,25.54,28.93,13.15,120,1.03,12.2,,12.2,2023-01-20,
DLR,250,F,91.54,9,72.17,188.58,85.63,120.22999999999999,2.36,22.46,,22.46,2023-02-17,(Stock Name: Digital Realty Trust. Inc.; Sector: Real Estate; Revenue: 676.0cr; Net Profit: 76.0cr; Recommended: strong_buy; Projected High: 250.0; Projected Medium: 224.0; Projected Low: 190.0)
FMX,386,M,22.58,18,37.93,116.95,52.91,121.03999999999999,1.98,28.96,,28.96,2025-05-09,(Stock Name: Fomento Economico Mexicano S.A.; Sector: Consumer Defensive; Revenue: 87284.0cr; Net Profit: 3205.0cr; Recommended: buy; Projected High: 152.0; Projected Medium: 138.5; Projected Low: 111.0)
CHD,552,F,30.18,19,18.34,94.15,42.56,121.22,1.73,13.62,,13.62,2026-01-30,(Stock Name: Church & Dwight Company. Inc.; Sector: Consumer Defensive; Revenue: 623.0cr; Net Profit: 74.0cr; Recommended: buy; Projected High: 115.0; Projected Medium: 107.0; Projected Low: 78.0)
TRS,2350,F,18.34,16,40.22,38.34,17.26,122.13000000000001,2.12,49.58,,49.58,2025-04-25,(Stock Name: TriMas Corporation; Sector: Consumer Cyclical; Revenue: 66.0cr; Net Profit: 8.0cr; Recommended: none; Projected High: 45.0; Projected Medium: 45.0; Projected Low: 45.0)
WSBF,3395,M,12.35,6,19.95,21.37,9.62,122.14,1.64,45.67,,45.67,2024-03-01,(Stock Name: Waterstone Financial. Inc.; Sector: Financial Services; Revenue: 15.0cr; Net Profit: 3.0cr; Recommended: none; Projected High: 0; Projected Medium: 0; Projected Low: 0)
ACEL,2643,M,17.31,23,3.5,11.6,5.22,122.22,1.6,17.67,,17.67,2025-04-07,(Stock Name: Accel Entertainment. Inc.; Sector: Consumer Cyclical; Revenue: 139.0cr; Net Profit: 6.0cr; Recommended: none; Projected High: 18.0; Projected Medium: 16.0; Projected Low: 14.0)
PEBO,2315,M,12.06,6,35.15,39.81,17.91,122.28000000000002,1.36,30.95,,30.95,2023-09-15,(Stock Name: Peoples Bancorp Inc.; Sector: Financial Services; Revenue: 43.0cr; Net Profit: 12.0cr; Recommended: none; Projected High: 46.0; Projected Medium: 42.0; Projected Low: 42.0)
SNDR,1708,M,53.36,13,17.45,34.15,15.36,122.33000000000001,3.02,41.11,2025-11-18,41.11,2025-11-17,(Stock Name: Schneider National. Inc.; Sector: Industrials; Revenue: 582.0cr; Net Profit: 11.0cr; Recommended: buy; Projected High: 45.0; Projected Medium: 37.0; Projected Low: 32.0)
NTCT,1808,M,23.2,21,22.88,38.05,17.1,122.51,2.1,52.38,,52.38,2024-10-18,(Stock Name: NetScout Systems. Inc.; Sector: Technology; Revenue: 88.0cr; Net Profit: 12.0cr; Recommended: none; Projected High: 50.0; Projected Medium: 43.0; Projected Low: 37.13)
MO,138,F,14.52,11,-1.6,68.98,30.95,122.88,1.63,20.7,,20.7,2024-03-01,(Stock Name: Altria Group. Inc.; Sector: Consumer Defensive; Revenue: 2044.0cr; Net Profit: 795.0cr; Recommended: hold; Projected High: 82.0; Projected Medium: 71.0; Projected Low: 58.0)
RNST,1584,M,11.92,18,42.35,40.77,18.22,123.77,1.65,18.96,,18.96,2025-04-18,(Stock Name: Renasant Corporation; Sector: Financial Services; Revenue: 106.0cr; Net Profit: 31.0cr; Recommended: none; Projected High: 50.0; Projected Medium: 48.0; Projected Low: 45.0)
AEE,464,F,18.47,11,49.45,104.9,46.84,123.95,1.5,7.94,,7.94,2024-06-21,(Stock Name: Ameren Corporation; Sector: Utilities; Revenue: 841.0cr; Net Profit: 156.0cr; Recommended: none; Projected High: 136.0; Projected Medium: 120.0; Projected Low: 108.0)
NHI,1637,F,20.32,23,31.99,70.32,31.37,124.16,1.75,,,7.38,2023-09-08,(Stock Name: National Health Investors. Inc.; Sector: Real Estate; Revenue: 44.0cr; Net Profit: 17.0cr; Recommended: buy; Projected High: 90.0; Projected Medium: 80.0; Projected Low: 73.0)
CAC,2614,M,11.1,4,42.96,57.94,25.74,125.1,4.01,39.59,,39.59,2023-10-27,(Stock Name: Camden National Corporation; Sector: Financial Services; Revenue: 26.0cr; Net Profit: 9.0cr; Recommended: none; Projected High: 64.0; Projected Medium: 59.5; Projected Low: 55.0)
CPK,1713,,20.74,11,69.42,129.82,57.63,125.25999999999999,1.96,,,7.63,2026-06-19,(Stock Name: Chesapeake Utilities Corporatio; Sector: Utilities; Revenue: 99.0cr; Net Profit: 15.0cr; Recommended: none; Projected High: 160.0; Projected Medium: 148.0; Projected Low: 134.0)
SFL,2130,F,54.92,43,7.47,13.18,5.85,125.29999999999998,2.41,48.94,2025-10-14,48.94,2025-10-10,(Stock Name: SFL Corporation Ltd; Sector: Industrials; Revenue: 71.0cr; Net Profit: 6.0cr; Recommended: none; Projected High: 14.0; Projected Medium: 13.0; Projected Low: 12.5)
AMX,256,F,12.97,23,7.36,22.83,10.12,125.59,1.7,42.62,,42.62,2025-04-18,(Stock Name: America Movil. S.A.B. de C.V.; Sector: Communication Services; Revenue: 95573.0cr; Net Profit: 8957.0cr; Recommended: buy; Projected High: 35.0; Projected Medium: 30.0; Projected Low: 20.8)
APD,260,F,,15,62.35,291.43,129,125.91000000000001,2,21.38,2026-01-02,21.38,2026-01-02,(Stock Name: Air Products and Chemicals. Inc; Sector: Basic Materials; Revenue: 1260.0cr; Net Profit: -5.0cr; Recommended: buy; Projected High: 365.0; Projected Medium: 350.0; Projected Low: 314.0)
BANX,4041,F,19.59,27,21,20.97,9.25,126.69999999999999,1.17,12.02,,12.02,2023-07-17,(Stock Name: StoneCastle Financial Corp; Sector: Financial Services; Revenue: 3.0cr; Net Profit: 1.0cr; Recommended: none; Projected High: 0; Projected Medium: 0; Projected Low: 0)
CTO,2793,M,15.01,10,17.69,20.71,9.07,128.34,1.5,27.23,2025-10-27,27.23,2025-10-24,(Stock Name: CTO Realty Growth. Inc.; Sector: Real Estate; Revenue: 16.0cr; Net Profit: 5.0cr; Recommended: none; Projected High: 25.0; Projected Medium: 25.0; Projected Low: 24.0)
NVS,57,F,20.72,20,21.86,137.16,59.97,128.70999999999998,1.79,,,29.97,2022-10-21,(Stock Name: Novartis AG; Sector: Healthcare; Revenue: 5669.0cr; Net Profit: 1276.0cr; Recommended: hold; Projected High: 185.0; Projected Medium: 160.15; Projected Low: 130.0)
CENT,3385,M,14.89,18,27.91,40.19,17.54,129.13,2.12,28.42,2026-02-05,28.42,2026-01-30,(Stock Name: Central Garden & Pet Company; Sector: Consumer Defensive; Revenue: 308.0cr; Net Profit: 17.0cr; Recommended: buy; Projected High: 60.0; Projected Medium: 53.0; Projected Low: 46.0)
ONB,932,F,11.35,6,21.84,25.66,11.19,129.31,1.97,24.43,,24.43,2023-07-07,(Stock Name: Old National Bancorp; Sector: Financial Services; Revenue: 266.0cr; Net Profit: 87.0cr; Recommended: buy; Projected High: 32.0; Projected Medium: 29.0; Projected Low: 27.0)
TMP,2325,M,8.08,4,67.04,98.83,43.09,129.36,1.95,45.2,,45.2,2024-07-05,(Stock Name: Tompkins Financial Corporation; Sector: Financial Services; Revenue: 45.0cr; Net Profit: 18.0cr; Recommended: none; Projected High: 105.0; Projected Medium: 104.5; Projected Low: 104.0)
VLY,1076,F,11.69,9,13.48,13.8,6,130,1.96,45.8,,45.8,2023-09-22,(Stock Name: Valley National Bancorp; Sector: Financial Services; Revenue: 201.0cr; Net Profit: 66.0cr; Recommended: buy; Projected High: 18.0; Projected Medium: 17.0; Projected Low: 15.0)
WSBC,1558,M,11.41,21,39.64,40.18,17.46,130.13,2.21,34.25,,34.25,2023-09-08,(Stock Name: WesBanco. Inc.; Sector: Financial Services; Revenue: 105.0cr; Net Profit: 33.0cr; Recommended: buy; Projected High: 47.0; Projected Medium: 45.0; Projected Low: 41.0)
FRST,3346,M,7.48,13,17.54,16.15,7.01,130.39000000000001,2.17,53,,53,2025-05-30,(Stock Name: Primis Financial Corp.; Sector: Financial Services; Revenue: 21.0cr; Net Profit: 5.0cr; Recommended: none; Projected High: 20.0; Projected Medium: 19.375; Projected Low: 18.0)
USB,173,F,12.54,5,38.91,62.84,27.27,130.44,1.58,44.02,,44.02,2025-04-18,(Stock Name: U.S. Bancorp; Sector: Financial Services; Revenue: 2732.0cr; Net Profit: 780.0cr; Recommended: buy; Projected High: 77.0; Projected Medium: 69.0; Projected Low: 65.0)
AWR,1641,F,23.63,17,28.3,86.48,37.47,130.8,1.78,19.69,,19.69,2026-02-06,(Stock Name: American States Water Company; Sector: Utilities; Revenue: 70.0cr; Net Profit: 14.0cr; Recommended: none; Projected High: 89.0; Projected Medium: 84.0; Projected Low: 79.0)
TCBK,2188,,12.84,13,42.03,53.53,23.05,132.23,1.61,34.24,,34.24,2023-09-08,(Stock Name: TriCo Bancshares; Sector: Financial Services; Revenue: 43.0cr; Net Profit: 14.0cr; Recommended: none; Projected High: 67.04; Projected Medium: 63.0; Projected Low: 56.0)
FTV,665,F,28.94,17,20.03,54.69,23.53,132.43,1.72,16.79,,16.79,2025-08-18,(Stock Name: Fortive Corporation; Sector: Technology; Revenue: 432.0cr; Net Profit: 60.0cr; Recommended: none; Projected High: 72.0; Projected Medium: 64.0; Projected Low: 51.0)
CDP,1527,,24.6,19,13.54,35.43,15.23,132.63,2,23.62,,23.62,2023-05-26,(Stock Name: COPT Defense Properties; Sector: Real Estate; Revenue: 79.0cr; Net Profit: 16.0cr; Recommended: buy; Projected High: 44.0; Projected Medium: 40.5; Projected Low: 38.0)
REG,750,M,25.12,13,36.4,74.62,31.8,134.65,1.3,10.4,,10.4,2020-08-14,(Stock Name: Regency Centers Corporation; Sector: Real Estate; Revenue: 169.0cr; Net Profit: 54.0cr; Recommended: buy; Projected High: 102.0; Projected Medium: 85.0; Projected Low: 82.0)
AROW,2850,F,12.63,8,26.98,39.15,16.65,135.14,2.39,41.97,,41.97,2024-02-02,(Stock Name: Arrow Financial Corporation; Sector: Financial Services; Revenue: 17.0cr; Net Profit: 5.0cr; Recommended: buy; Projected High: 46.0; Projected Medium: 43.0; Projected Low: 42.0)
UNF,1536,M,43.46,10,121.55,274.68,116.67,135.43,2.87,46.24,2025-11-18,46.24,2025-11-14,(Stock Name: Unifirst Corporation; Sector: Industrials; Revenue: 249.0cr; Net Profit: 12.0cr; Recommended: none; Projected High: 280.0; Projected Medium: 278.0; Projected Low: 262.0)
UCB,1481,,11.53,11,31.27,35.29,14.95,136.05,1.8,35.02,,35.02,2025-04-11,(Stock Name: United Community Banks. Inc.; Sector: Financial Services; Revenue: 111.0cr; Net Profit: 37.0cr; Recommended: buy; Projected High: 42.0; Projected Medium: 40.0; Projected Low: 38.0)
EG,727,F,7.86,11,398.71,371.71,157.32,136.28,1.68,18.64,2026-03-23,18.64,2026-03-06,(Stock Name: Everest Group. Ltd.; Sector: Financial Services; Revenue: 1682.0cr; Net Profit: 189.0cr; Recommended: none; Projected High: 480.0; Projected Medium: 400.0; Projected Low: 375.0)
ATO,481,F,19.45,15,90.29,163.19,68.51,138.2,1.51,,,38.11,2020-03-20,(Stock Name: Atmos Energy Corporation; Sector: Utilities; Revenue: 492.0cr; Net Profit: 140.0cr; Recommended: hold; Projected High: 206.0; Projected Medium: 190.0; Projected Low: 170.0)
MPB,2645,F,12.87,5,35.62,37.07,15.5,139.16,2.16,39.3,,39.3,2023-09-08,(Stock Name: Mid Penn Bancorp; Sector: Financial Services; Revenue: 26.0cr; Net Profit: 7.0cr; Recommended: none; Projected High: 41.0; Projected Medium: 41.0; Projected Low: 39.0)
UBSI,1168,F,12.87,5,40.33,47.22,19.67,140.06,1.58,27.78,,27.78,2025-04-04,(Stock Name: United Bankshares. Inc.; Sector: Financial Services; Revenue: 125.0cr; Net Profit: 51.0cr; Recommended: none; Projected High: 52.0; Projected Medium: 51.0; Projected Low: 48.0)
BIP,655,F,59.48,20,9.64,36.88,15.34,140.42,2.07,30.26,,30.26,2024-03-08,(Stock Name: Brookfield Infrastructure Partn; Sector: Utilities; Revenue: 2506.0cr; Net Profit: 29.0cr; Recommended: none; Projected High: 57.0; Projected Medium: 47.0; Projected Low: 41.0)
ITW,227,F,24.27,12,10.16,268.16,111.5,140.5,1.62,10.94,,10.94,2025-04-25,(Stock Name: Illinois Tool Works Inc.; Sector: Industrials; Revenue: 1647.0cr; Net Profit: 319.0cr; Recommended: hold; Projected High: 350.0; Projected Medium: 300.0; Projected Low: 249.0)
ASRV,4580,,9.59,9,7.25,4.89,2.03,140.89000000000001,5.99,58.49,,58.49,2025-04-11,(Stock Name: AmeriServ Financial Inc.; Sector: Financial Services; Revenue: 6.0cr; Net Profit: 1.0cr; Recommended: none; Projected High: 0; Projected Medium: 0; Projected Low: 0)
BCPC,1310,F,32.36,12,40.76,164.39,67.71,142.79,2.13,15.34,2025-10-17,15.34,2025-10-17,(Stock Name: Balchem Corporation; Sector: Basic Materials; Revenue: 109.0cr; Net Profit: 16.0cr; Recommended: none; Projected High: 242.0; Projected Medium: 215.0; Projected Low: 165.0)
JNJ,23,F,30.77,6,35.28,265.58,109.16,143.29000000000002,1.91,,,47.03,2025-04-04,(Stock Name: Johnson & Johnson; Sector: Healthcare; Revenue: 9793.0cr; Net Profit: 2104.0cr; Recommended: buy; Projected High: 320.0; Projected Medium: 282.0; Projected Low: 190.0)
KO,34,F,26.51,5,8.4,88.29,36.27,143.42,1.21,25.98,,25.98,2023-10-13,(Stock Name: Coca-Cola Company (The); Sector: Consumer Defensive; Revenue: 5013.0cr; Net Profit: 1432.0cr; Recommended: buy; Projected High: 104.0; Projected Medium: 96.0; Projected Low: 75.0)
CIVB,3059,M,10.24,8,27.26,27.44,11.25,143.91,1.83,36.33,,36.33,2024-06-21,(Stock Name: Civista Bancshares. Inc.; Sector: Financial Services; Revenue: 18.0cr; Net Profit: 5.0cr; Recommended: none; Projected High: 33.0; Projected Medium: 31.0; Projected Low: 29.0)
DBX,1334,M,19.65,18,-9.96,35.56,14.55,144.4,2.81,38.99,2026-05-01,38.99,2026-04-27,(Stock Name: Dropbox. Inc.; Sector: Technology; Revenue: 253.0cr; Net Profit: 44.0cr; Recommended: hold; Projected High: 42.0; Projected Medium: 33.0; Projected Low: 23.0)
FAF,1093,M,9.96,12,55.11,71.78,29.36,144.48000000000002,2.65,21.71,,21.71,2022-10-17,(Stock Name: First American Corporation (New; Sector: Financial Services; Revenue: 798.0cr; Net Profit: 75.0cr; Recommended: none; Projected High: 99.0; Projected Medium: 85.5; Projected Low: 83.0)
CLBK,2449,M,20.96,4,5.22,11.53,4.67,146.9,1.83,46.15,,46.15,2025-06-16,(Stock Name: Columbia Financial. Inc.; Sector: Financial Services; Revenue: 27.0cr; Net Profit: 6.0cr; Recommended: none; Projected High: 14.5; Projected Medium: 14.0; Projected Low: 14.0)
FR,1046,F,22.32,12,20.94,61.38,24.85,147,1.53,34.33,,34.33,2025-04-18,(Stock Name: First Industrial Realty Trust. ; Sector: Real Estate; Revenue: 76.0cr; Net Profit: 36.0cr; Recommended: buy; Projected High: 86.0; Projected Medium: 72.5; Projected Low: 66.0)
HBAN,423,F,12.97,13,14.72,16.86,6.82,147.21,1.87,11.68,,11.68,2025-04-04,(Stock Name: Huntington Bancshares Incorpora; Sector: Financial Services; Revenue: 918.0cr; Net Profit: 225.0cr; Recommended: buy; Projected High: 23.0; Projected Medium: 20.0; Projected Low: 18.0)
GAIN,,M,3.73,7,16.24,15.9,6.43,147.28,1.57,17.55,2026-03-09,17.55,2026-03-06,(Stock Name: Gladstone Investment Corporatio; Sector: Financial Services; Revenue: 10.0cr; Net Profit: 17.0cr; Recommended: none; Projected High: 17.0; Projected Medium: 17.0; Projected Low: 17.0)
CWBC,2868,,14.88,7,22.4,26.19,10.59,147.31,2.08,40.55,,40.55,2023-09-15,(Stock Name: Community West Bancshares; Sector: Financial Services; Revenue: 16.0cr; Net Profit: 4.0cr; Recommended: none; Projected High: 31.0; Projected Medium: 29.75; Projected Low: 28.0)
TRMK,1813,F,11.95,4,36.82,46.98,18.96,147.78,2.23,36.63,,36.63,2023-10-27,(Stock Name: Trustmark Corporation; Sector: Financial Services; Revenue: 82.0cr; Net Profit: 23.0cr; Recommended: hold; Projected High: 54.25; Projected Medium: 49.0; Projected Low: 48.0)
GSBC,2698,,13.36,3,58.95,80.16,32.23,148.71,1.87,32.93,,32.93,2023-09-08,(Stock Name: Great Southern Bancorp. Inc.; Sector: Financial Services; Revenue: 23.0cr; Net Profit: 7.0cr; Recommended: none; Projected High: 78.0; Projected Medium: 76.0; Projected Low: 74.0)
ALLE,772,F,20.12,16,24.91,153.35,61.47,149.47,2.16,23.98,,23.98,2023-10-30,(Stock Name: Allegion plc; Sector: Industrials; Revenue: 429.0cr; Net Profit: 66.0cr; Recommended: buy; Projected High: 200.0; Projected Medium: 170.0; Projected Low: 160.0)
ECL,222,F,37.02,11,35.87,276.18,110.65,149.6,1.86,8.85,2026-06-02,8.85,2026-05-29,(Stock Name: Ecolab Inc.; Sector: Basic Materials; Revenue: 1684.0cr; Net Profit: 212.0cr; Recommended: buy; Projected High: 360.0; Projected Medium: 330.0; Projected Low: 295.0)
CBAN,3240,M,12.93,4,18.43,21.46,8.59,149.82999999999998,1.78,34.81,,34.81,2023-05-12,(Stock Name: Colony Bankcorp. Inc.; Sector: Financial Services; Revenue: 15.0cr; Net Profit: 3.0cr; Recommended: none; Projected High: 26.0; Projected Medium: 25.0; Projected Low: 24.0)
